sentence,type
"He could tell her when they woke, and it was probably a marten, or a dream, or some kind of harmless local spirit; but something was following the train of sledges, swinging lightly from branch to branch of the close-clustering pine trees, and it put him uneasily in mind of a monkey.",未知
"TWELVE 

THE LOST BOY




They traveled for several hours and then stopped to eat.",未知
"While the men were lighting fires and melting snow for water, with lorek Byrnison watching Lee Scoresby roast seal meat close by, John Faa spoke to Lyra.",未知
"""Lyra, can you see that instrument to read it?""",未知
he said.,未知
The moon itself had long set.,未知
"The light from the Aurora was brighter than moonlight, but it was inconstant.",未知
"However, Lyra's eyes were keen, and she fumbled inside her furs and tugged out the black velvet bag.",未知
"""Yes, I can see all right,"" she said.",未知
"""But I know where most of the symbols are by now anyway.",未知
"What shall I ask it, Lord Faa?""",未知
"""I want to know more about how they're defending this place, Bolvangar,"" he said.",未知
"Without even having to think about it, she found her fingers moving the hands to point to the helmet, the griffin, and the crucible, and felt her mind settle into the right meanings like a complicated diagram in three dimensions.",未知
"At once the needle began to swing round, back, round and on further, like a bee dancing its message to the hive.",未知
"She watched it calmly, content not to know at first but to know that a meaning was coming, and then it began to clear.",主谓宾
She let it dance on until it was certain.,主谓宾
"""It's just like the witch's daemon said, Lord Faa.",未知
"There's a company of Tartars guarding the station, and they got wires all round it.",未知
"They don't really expect to be attacked, that's what the symbol reader says.",未知
"But Lord Faa...""
""What, child?""",未知
"""It's a telling me something else.",未知
"In the next valley there's a village by a lake where the folk are troubled by a ghost.""",未知
"John Faa shook his head impatiently, and said, ""That don't matter now.",未知
There's bound to be spirits of all kinds among these forests.,未知
Tell me again about them Tartars.,未知
"How many, for instance?",特殊疑问句
"What are they armed with?""",未知
"Lyra dutifully asked, and reported the answer:
""There's sixty men with rifles, and they got a couple of larger guns, sort of cannons.",未知
They got fire throwers too.,主谓宾
"And... Their daemons are all wolves, that's what it says.""",未知
"That caused a stir among the older gyptians, those who'd campaigned before.",未知
"""The Sibirsk regiments have wolf daemons,"" said one.",未知
"John Faa said, ""I never met fiercer.",未知
We shall have to fight like tigers.,未知
"And consult the bear; he's a shrewd warrior, that one.""",未知
"Lyra was impatient, and said, ""But Lord Faa, this ghost-I think it's the ghost of one of the kids!""",未知
"""Well, even if it is, Lyra, I don't know what anyone could do about it.",未知
"Sixty Sibirsk riflemen, and fire throwers...Mr. Scoresby, step over here if you would, for a moment.""",未知
"While the aeronaut came to the sledge, Lyra slipped away and spoke to the bear.",未知
"""lorek, have you traveled this way before?""",未知
"""Once,"" he said in that deep flat voice.",未知
"""There's a village near, en't there?""",未知
"""Over the ridge,"" he said, looking up through the sparse trees.",未知
"""Is it far?""",未知
"""For you or for me?""",未知
"""For me,"" she said.",未知
"""Too far.",未知
"Not at all far for me.""",未知
"""How long would it take you to get there, then?""",未知
"""I could be there and back three times by next moonrise.""",未知
"""Because, lorek, listen: I got this symbol reader that tells me things, you see, and it's told me that there's something important I got to do over in that village, and Lord Faa won't let me go there.",未知
"He just wants to get on quick, and 1 know that's important too.",未知
"But unless I go and find out what it is, we might not know what the Gobblers are really doing.""",未知
The bear said nothing.,未知
"He was sitting up like a human, his great paws folded in his lap, his dark eyes looking into hers down the length of his muzzle.",未知
He knew she wanted something.,主谓宾
"Pantalaimon spoke: ""Can you take us there and catch up with the sledges later on?""",未知
"""I could.",未知
"But I have given my word to Lord Faa to obey him, not anyone else.""",未知
"""If I got his permission?""",未知
said Lyra.,未知
"""Then yes.""",未知
She turned and ran back through the snow.,未知
"""Lord Faa!",未知
"If lorek Byrnison takes me over the ridge to the village, we can find out whatever it is, and then catch the sledges up further on.",未知
"He knows the route,"" she urged.",未知
"""And I wouldn't ask, except it's like what I did before, Farder Coram, you remember, with that chameleon?",未知
"I didn't understand it then, but it was true, and we found out soon after.",未知
I got the same feeling now.,未知
"I can't understand properly what it's saying, only I know it's important.",未知
"And lorek Byrnison knows the way, he says he could get there and back three times by next moonrise, and I couldn't be safer than I'd be with him, could I?",未知
